"Spot","CH","POS.start","POS.end","GBM31"
1001,13,101218509,101223675,0.0645288613
33109,13,101394348,101394642,-0.1734606256
33027,13,101394349,101394603,0.1765796264
39253,13,101394349,101394603,-0.4165143985
21728,13,101394373,101394796,-0.1727065433
36479,13,101898496,101898703,-0.11141902
12003,13,102484309,102484606,0.0702291835
31205,13,104114379,104114606,-0.2192472846
11081,13,104330153,104330433,0.176194899
5898,13,104683314,104683758,-0.1926789647
32539,13,104840093,104840447,0.1070408339
34065,13,104840093,104840447,0.0349492526
39135,13,104840098,104840506,0.1308590445
24690,13,104892021,104892538,0.3887521526
10053,13,104893676,104893928,-0.2560658354
21562,13,105123975,105124405,-0.1435135699
20406,13,105422356,105422640,0.1817857001
36162,13,105518883,105519289,0.0755137022
25255,13,105520373,105520728,-0.1205846574
11278,13,105533116,105533373,-0.3245089658
1699,13,105533116,105533381,-0.3623169766
24310,13,106015091,106015526,-0.0438463175
3954,13,106015091,106015526,-0.40549254
1193,13,106203024,106203450,-0.2562545183
31408,13,106559351,106559756,0.1228844769
5390,13,106561383,106565899,0.1061023205
17943,13,106580527,106580917,0.3095356369
3324,13,106581562,106582000,-0.2830712907
18176,13,106617668,106618083,-0.234595628
32584,13,106653608,106657367,-0.2351769138
26277,13,108104774,108105193,-0.0297395181
19808,13,108120333,108120459,-0.1567081404
21515,13,108130009,108130477,-0.2239974801
40998,13,108133310,108133753,-0.0236730639
15637,13,108133412,108133749,1.0646633007
31654,13,108335205,108335414,0.1165332056
8794,13,108525631,108528282,0.0033493479
30366,13,108541208,108541773,0.5160806328
39402,13,108541208,108541773,0.1449896058
26501,13,108720129,108720553,0.4916558478
40757,13,108781289,108781694,0.0708056405
9396,13,108827143,108827518,-0.2945772002
1834,13,108862999,108863851,-0.1832142685
38069,13,108873413,108873747,-0.3771279799
38091,13,108874123,108874501,-0.2001795358
2848,13,108977788,108985936,-0.0185853105
27177,13,108989956,108990344,0.0464306827
37955,13,109062242,109062596,0.1743903389
17342,13,109063760,109064164,0.1743200307
442,13,109063760,109064164,0.3477751403
15589,13,109063788,109064164,-2.6548495175
15012,13,109067290,109067585,0.3135125515
36663,13,109070068,109070519,-0.2241907189
16889,13,109070262,109070546,-0.2267778533
24792,13,109071016,109071416,-0.1984957425
37213,13,109148314,109148579,-0.0987067861
11083,13,109214395,109214832,-0.1339169346
31914,13,109228888,109229192,0.0956690457
7247,13,109243041,109243567,-0.1198152815
14410,13,109244386,109244765,-0.2883864054
6610,13,109251880,109252413,0.0910389387
24552,13,109261046,109265358,0.0169409379
35408,13,109631558,109631943,0.0334829901
40419,13,109643339,109643777,0.3133728244
11344,13,109653334,109653792,-0.1063714711
35195,13,110671053,110671506,0.2834134722
1713,13,110671123,110671486,0.5697261177
39116,13,110701970,110702332,0.0260092604
7561,13,110876375,110876682,0.1339480934
26721,13,111003382,111037003,0.0789493327
11220,13,111097761,111098025,-0.0269785537
31218,13,111148595,111149161,1.0513385244
28642,13,111199699,111200034,0.4251898358
23146,13,111291199,111291545,-0.1463762664
32001,13,111355014,111355538,-0.4706775174
22516,13,111407574,111408004,0.5863013782
12221,13,111486319,111486727,-0.1449445263
26274,13,111486321,111486745,-0.4616774478
1259,13,111487520,111487935,0.6097522414
15953,13,111488199,111488417,-0.0822963794
15518,13,111512499,111512934,-0.3462682839
38231,13,111532052,111532550,-0.216349682
39021,13,111567149,111567584,0.2321882744
17118,13,111579840,111580208,-0.0892946514
6004,13,111605009,111605334,0.6584976897
955,13,111700377,111700863,0.1905144002
564,13,111701376,111701818,-0.018780793
37585,13,111722128,111722466,-0.1547007373
30215,13,111722693,111722995,-0.3918714287
22708,13,111751410,111751844,-0.1405400955
27849,13,111774299,111774695,-0.3433349366
26306,13,111779925,111780346,-0.1004630877
36190,13,111830955,111831271,-0.0569124801
22209,13,111831958,111832534,0.2523279307
27116,13,111867053,111867356,0.0489619682
6154,13,111867096,111867393,-0.0069909449
11323,13,111925377,111925741,0.2096549366
17821,13,111926536,111928044,0.2609720899
9960,13,111926672,111926896,0.0011114436
8165,13,112058853,112059331,0.606648465
30253,13,112108169,112108379,-0.3576046231
772,13,112119170,112119552,0.3119084959
37632,13,112151825,112152262,0.1876590852
1441,13,112155076,112155505,0.1205935679
27966,13,112238907,112242680,-0.1335531172
35878,13,112240753,112241199,0.1024742349
3236,13,112241199,112241469,0.3442340755
36315,13,112387475,112387918,-0.1190514294
37293,13,112425635,112426017,-0.170825123
26857,13,112461765,112462132,-0.1618255307
41042,13,112490046,112490421,-0.3489869866
22463,13,112557749,112558050,-0.0012269971
22034,13,112745775,112746244,-0.2214215651
8978,13,112795695,112796083,0.5527949673
13259,13,112926803,112927077,-0.6034289233
27858,13,112946555,112956107,-0.4479069357
28287,13,112951091,112951630,-0.3175690381
14594,13,112965378,112965850,-0.7282021756
7176,13,112989001,112989387,-0.5055931589
2092,13,113010570,113010904,-0.1476613056
